Rank,Name,Country,Inns,Not out,BattingAverage,run_against,total_out,others_avg,Norm_avg,ROO Score
1052,Indika De Saram,Sri Lanka,5,0,23.4,4503,148,30.43,-7.03,-35.13
1053,John Arnold,England,2,0,17,2662,77,34.57,-17.57,-35.14
1054,Douglas Carr,England,1,0,0,2711,77,35.21,-35.21,-35.21
1055,Atiq Uz Zaman,Pakistan,2,0,13,2449,80,30.61,-17.61,-35.23
1056,Tony White,West Indies,4,1,23.66,3576,101,35.41,-11.75,-35.24
1057,Amir Elahi,India,2,0,8.5,5120,196,26.12,-17.62,-35.24
1058,Devon Thomas,West Indies,2,0,15.5,2552,77,33.14,-17.64,-35.29
1059,James Lillywhite Jnr,England,3,1,8,2774,108,25.69,-17.69,-35.37
1060,John Selby,England,12,1,23.27,5245,198,26.49,-3.22,-35.42
1061,Toby Roland Jones,England,6,2,20.5,4551,155,29.36,-8.86,-35.45
1062,Martin Hanley,South Africa,1,0,0,2732,77,35.48,-35.48,-35.48
1063,Mark Adair,Ireland,11,2,24.44,5734,202,28.39,-3.95,-35.52
1064,John Holt,West Indies,31,2,36.75,16519,435,37.97,-1.22,-35.52
1065,Gary Crocker,Zimbabwe,4,1,23,4254,122,34.87,-11.87,-35.61
1066,Robin Singh,India,2,0,13.5,2473,79,31.30,-17.80,-35.61
1067,Neville Lindsay,South Africa,2,0,17.5,2653,75,35.37,-17.87,-35.75
1068,Bill Hunt,Australia,1,0,0,2719,76,35.78,-35.78,-35.78
1069,Pud Thurlow,Australia,1,0,0,2719,76,35.78,-35.78,-35.78
1070,Kenneth Hutchings,England,12,0,28.41,7095,226,31.39,-2.98,-35.81
1071,Alan Butcher,England,2,0,17,2723,78,34.91,-17.91,-35.82
1072,Clifford Roach,West Indies,32,1,30.7,12234,384,31.86,-1.16,-35.94
1073,Keki Tarapore,India,1,0,2,2735,72,37.99,-35.99,-35.99
1074,Nadeem Abbasi,Pakistan,2,0,23,4309,105,41.04,-18.04,-36.08
1075,Harry Jupp,England,4,0,17,2706,104,26.02,-9.02,-36.08
1076,Bazid Khan,Pakistan,2,0,16,2656,78,34.05,-18.05,-36.10
1077,Everton Mattis,West Indies,5,0,29,4784,132,36.24,-7.24,-36.21
1078,Charles Coventry,Zimbabwe,4,0,22,2888,93,31.05,-9.05,-36.22
1079,Ian Leggat,New Zealand,1,0,0,2614,72,36.31,-36.31,-36.31
1080,Simon Davis,Australia,1,0,0,2399,66,36.35,-36.35,-36.35
1081,John Lyons,Australia,27,0,27.07,10713,377,28.42,-1.35,-36.35
1082,Robin Singh,India,1,0,0,2875,79,36.39,-36.39,-36.39
1083,Wally Hardinge,England,2,0,15,2591,78,33.22,-18.22,-36.44
1084,Aslam Khokhar,Pakistan,2,0,17,2572,73,35.23,-18.23,-36.47
1085,Arnie Sidebottom,England,1,0,2,2770,72,38.47,-36.47,-36.47
1086,Mike Macaulay,South Africa,2,0,16.5,2640,76,34.74,-18.24,-36.47
1087,Mahidul Islam Ankon,Bangladesh,2,0,14.5,2391,73,32.75,-18.25,-36.51
1088,Cyril Christiani,West Indies,7,2,19.6,3984,148,26.92,-7.32,-36.59
1089,Christopher Heseltine,England,2,0,9,2603,95,27.40,-18.40,-36.80
1090,Dunith Wellalage,Sri Lanka,2,0,14.5,2669,81,32.95,-18.45,-36.90
1091,Reg Sinfield,England,1,0,6,3092,72,42.94,-36.94,-36.94
1092,Nat Thomson,Australia,4,0,16.75,2707,104,26.03,-9.28,-37.12
1093,Iain Butchart,Zimbabwe,2,0,11.5,2377,79,30.09,-18.59,-37.18
1094,Clem Wilson,England,4,1,14,2719,103,26.40,-12.40,-37.19
1095,Leonard Moon,England,8,0,22.75,4028,147,27.40,-4.65,-37.21
1096,John Waite,South Africa,86,7,30.44,39722,1285,30.91,-0.47,-37.29
1097,Am Ghazanfar,Afghanistan,1,0,6,3033,70,43.33,-37.33,-37.33
1098,Neil Ferreira,Zimbabwe,2,0,10.5,2071,71,29.17,-18.67,-37.34
1099,Andre Russell,West Indies,1,0,2,2795,71,39.37,-37.37,-37.37
1100,Harry Tector,Ireland,12,0,31.16,6238,182,34.27,-3.11,-37.38
1101,Bransby Cooper,Australia,2,0,9,2190,79,27.72,-18.72,-37.44
1102,Ottis Gibson,West Indies,4,0,23.25,3492,107,32.64,-9.39,-37.54
1103,Khalid Wazir,Pakistan,3,1,7,2375,92,25.82,-18.82,-37.63
1104,Glen Hall,South Africa,1,0,0,2902,77,37.69,-37.69,-37.69
1105,Scotch Taylor,South Africa,2,0,9,2202,79,27.87,-18.87,-37.75
1106,Merv Harvey,Australia,2,0,21.5,3029,75,40.39,-18.89,-37.77
1107,Alan Wells,England,2,1,3,2910,71,40.99,-37.99,-37.99
1108,Tom Kendall,Australia,4,1,13,2774,108,25.69,-12.69,-38.06
1109,George Tribe,Australia,3,1,17.5,4394,120,36.62,-19.12,-38.23
1110,Imran Nazir,Pakistan,13,0,32.84,7693,215,35.78,-2.94,-38.24
1111,Manohar Hardikar,India,4,1,18.66,4030,128,31.48,-12.82,-38.47
1112,Richard Austin,West Indies,2,0,11,2994,99,30.24,-19.24,-38.48
1113,Chris Smith,England,14,1,30.15,7683,232,33.12,-2.97,-38.56
1114,Jalal Ud Din,Pakistan,3,2,3,6809,163,41.77,-38.77,-38.77
1115,Forster Mutizwa,Zimbabwe,2,0,12,2235,71,31.48,-19.48,-38.96
1116,Robert Stewart,South Africa,2,0,6.5,2031,78,26.04,-19.54,-39.08
1117,Balwinder Sandhu,India,11,4,30.57,7520,208,36.15,-5.58,-39.09
1118,Jason Krejza,Australia,4,1,23.66,3931,107,36.74,-13.08,-39.23
1119,Boyd Rankin,England,2,0,6.5,3503,134,26.14,-19.64,-39.28
1120,Fred Burton,Australia,4,2,2,2295,106,21.65,-19.65,-39.30
1121,Michael Frederick,West Indies,2,0,15,2606,75,34.75,-19.75,-39.49
1122,Des Hoare,Australia,2,0,17.5,2945,79,37.28,-19.78,-39.56
1123,Alan Kippax,Australia,34,1,36.12,19969,535,37.33,-1.21,-39.77
1124,Jim Parks,England,2,0,14.5,2615,76,34.41,-19.91,-39.82
1125,Sivert Samuelson,South Africa,2,0,11,2387,77,31.00,-20.00,-40.00
1126,Charlie Stayers,West Indies,4,1,19.33,4675,143,32.69,-13.36,-40.09
1127,Geoff Rabone,New Zealand,20,2,31.22,9969,298,33.45,-2.23,-40.19
1128,Trevor Gwandu,Zimbabwe,1,0,3,3033,70,43.33,-40.33,-40.33
1129,Leland Hone,England,2,0,6.5,2054,77,26.68,-20.18,-40.35
1130,Sarel Erwee,South Africa,19,1,26.61,7618,264,28.86,-2.25,-40.43
1131,Laxmidas Jai,India,2,0,9.5,3070,103,29.81,-20.31,-40.61
1132,Willis Cuttell,England,4,0,16.25,2696,102,26.43,-10.18,-40.73
1133,Richard Jones,New Zealand,2,0,11.5,2428,76,31.95,-20.45,-40.89
1134,Albert Powell,South Africa,2,0,8,2219,78,28.45,-20.45,-40.90
1135,Sediqullah Atal,Afghanistan,1,0,3,3030,69,43.91,-40.91,-40.91
1136,Albert Knight,England,6,1,16.2,3172,130,24.40,-8.20,-41.00
1137,Prakash Bhandari,India,4,0,19.25,4340,147,29.52,-10.27,-41.10
1138,Harry Charlwood,England,4,0,15.75,2711,104,26.07,-10.32,-41.27
1139,Dermot Reeve,England,5,0,24.8,4067,123,33.07,-8.27,-41.33
1140,Don Beard,New Zealand,7,2,20.2,4272,150,28.48,-8.28,-41.40
1141,Amir Hamza,Afghanistan,6,2,20.75,4711,151,31.20,-10.45,-41.79
1142,Atif Rauf,Pakistan,2,0,12.5,2580,77,33.51,-21.01,-42.01
1143,Niall O Brien,Ireland,2,0,9,2372,79,30.03,-21.03,-42.05
1144,Michael Neser,Australia,3,0,18.66,3436,105,32.72,-14.06,-42.19
1145,Eric Fisher,New Zealand,2,0,11.5,2351,72,32.65,-21.15,-42.31
1146,Kanwar Rai Singh,India,2,0,13,2665,78,34.17,-21.17,-42.33
1147,Nilesh Kulkarni,India,2,1,5,4697,99,47.44,-42.44,-42.44
1148,Lanka De Silva,Sri Lanka,4,2,18,4162,106,39.26,-21.26,-42.53
1149,S Badrinath,India,3,0,21,4153,118,35.19,-14.19,-42.58
1150,Frederick Fane,England,27,1,26.23,11038,396,27.87,-1.64,-42.74
1151,Andre Adams,New Zealand,2,0,9,2401,79,30.39,-21.39,-42.78
1152,Rangy Nanan,West Indies,2,0,8,2352,80,29.40,-21.40,-42.80
1153,Duncan Sharpe,Pakistan,6,0,22.33,3654,124,29.47,-7.14,-42.83
1154,Harold Baumgartner,South Africa,2,0,9.5,2292,74,30.97,-21.47,-42.95
1155,Harry Dean,England,4,2,5,3232,122,26.49,-21.49,-42.98
1156,Abdul Wasi,Afghanistan,2,0,6,2119,77,27.52,-21.52,-43.04
1157,Munir Ahmad,Afghanistan,2,0,6.5,2106,75,28.08,-21.58,-43.16
1158,Travis Dowlin,West Indies,11,0,31.18,6990,199,35.13,-3.95,-43.40
1159,Norman Reid,South Africa,2,0,8.5,2338,77,30.36,-21.86,-43.73
1160,Riaz Hassan,Afghanistan,2,0,11.5,1702,51,33.37,-21.87,-43.75
1161,Jeffrey Vandersay,Sri Lanka,2,0,7,2227,77,28.92,-21.92,-43.84
1162,Frank Hearne,South Africa,8,0,15.12,3689,179,20.61,-5.49,-43.91
1163,Len Braund,England,41,3,25.97,16194,597,27.13,-1.16,-43.91
1164,Azmatullah Omarzai,Afghanistan,1,0,0,3033,69,43.96,-43.96,-43.96
1165,Darren Pattinson,England,2,0,10.5,2510,77,32.60,-22.10,-44.19
1166,Mujeeb Ur Rahman,Afghanistan,2,0,9,2274,73,31.15,-22.15,-44.30
1167,Andile Phehlukwayo,South Africa,4,2,9.5,4591,145,31.66,-22.16,-44.32
1168,James Southerton,England,3,1,3.5,2774,108,25.69,-22.19,-44.37
1169,Frederick Cook,South Africa,2,0,3.5,2086,81,25.75,-22.25,-44.51
1170,Tom Armitage,England,3,0,11,2765,107,25.84,-14.84,-44.52
1171,Arvind Apte,India,2,0,7.5,2917,98,29.77,-22.27,-44.53
1172,Terry Duffin,Zimbabwe,4,0,20,2896,93,31.14,-11.14,-44.56
1173,Fred Rumsey,England,5,3,15,6303,169,37.30,-22.30,-44.59
1174,Charles Hime,South Africa,2,0,4,2078,79,26.30,-22.30,-44.61
1175,Ned Gregory,Australia,2,0,5.5,2197,79,27.81,-22.31,-44.62
1176,Lance Klusener,South Africa,69,11,32.86,38646,1149,33.63,-0.77,-44.92
1177,Wayne Phillips,Australia,2,0,11,2612,78,33.49,-22.49,-44.97
1178,Trevor Barber,New Zealand,2,0,8.5,2388,77,31.01,-22.51,-45.03
1179,Tevin Imlach,West Indies,2,0,10,1725,53,32.55,-22.55,-45.09
1180,David Johnson,India,3,1,4,3460,130,26.62,-22.62,-45.23
1181,Dodger Whysall,England,7,0,29.85,5158,142,36.32,-6.47,-45.32
1182,Jackie Grant,West Indies,22,6,25.81,8567,299,28.65,-2.84,-45.47
1183,Philip Hands,South Africa,12,0,25,5471,190,28.79,-3.79,-45.54
1184,Tareq Aziz,Bangladesh,6,4,11,3885,115,33.78,-22.78,-45.57
1185,Reg Wood,England,2,0,3,2068,80,25.85,-22.85,-45.70
1186,Kaushal Lokuarachchi,Sri Lanka,5,1,23.5,4960,142,34.93,-11.43,-45.72
1187,Kosala Kulasekara,Sri Lanka,2,0,11,2645,78,33.91,-22.91,-45.82
1188,Alan Oakman,England,2,0,7,2784,93,29.94,-22.94,-45.87
1189,Perker Lee,Australia,3,0,19,3396,99,34.30,-15.30,-45.91
1190,Tyrone Kane,Ireland,2,0,7,2372,79,30.03,-23.03,-46.05
1191,Charlie Finlason,South Africa,2,0,3,2031,78,26.04,-23.04,-46.08
1192,Don Mcrae,New Zealand,2,0,4,1979,73,27.11,-23.11,-46.22
1193,Aaron Finch,Australia,10,0,27.8,5836,180,32.42,-4.62,-46.22
1194,Gayan Wijekoon,Sri Lanka,3,0,12.66,2954,105,28.13,-15.47,-46.42
1195,Shane Dowrich,West Indies,62,8,29.07,26818,896,29.93,-0.86,-46.48
1196,Sorabji Colah,India,4,0,17.25,3729,129,28.91,-11.66,-46.63
1197,Frank Milligan,England,4,0,14.5,2750,105,26.19,-11.69,-46.76
1198,Shahid Mahmood,Pakistan,2,0,12.5,2477,69,35.90,-23.40,-46.80
1199,Pieter Malan,South Africa,6,0,26,4059,120,33.83,-7.83,-46.95
1200,Tom Lowry,New Zealand,8,0,27.87,5872,174,33.75,-5.88,-47.02
1201,Pieter Strydom,South Africa,3,0,11.66,2570,94,27.34,-15.68,-47.04
1202,Ghulam Abbas,Pakistan,2,0,6,2284,77,29.66,-23.66,-47.32
1203,Paul Hibbert,Australia,2,0,7.5,2466,79,31.22,-23.72,-47.43
1204,Edward Moore,South Africa,2,0,11.5,2677,76,35.22,-23.72,-47.45
1205,Cameron White,Australia,7,2,29.2,5922,153,38.71,-9.51,-47.53
1206,Shute Banerjee,India,2,0,6.5,3209,106,30.27,-23.77,-47.55
1207,Alec Coxon,England,2,0,9.5,2629,79,33.28,-23.78,-47.56
1208,Glenton Stuurman,South Africa,2,0,5.5,2959,101,29.30,-23.80,-47.59
1209,Herbert Chang,West Indies,2,0,4,2254,81,27.83,-23.83,-47.65
1210,Wafadar Momand,Afghanistan,3,1,6,2954,99,29.84,-23.84,-47.68
1211,John Evans,England,2,0,9,2499,76,32.88,-23.88,-47.76
1212,Dante Parkin,South Africa,2,0,3,1991,74,26.91,-23.91,-47.81
1213,Mohammad Salim,Bangladesh,4,1,16.33,2974,92,32.33,-16.00,-47.99
1214,Ajit Pai,India,2,0,5,2291,79,29.00,-24.00,-48.00
1215,Lionel Baker,West Indies,6,4,11.5,4984,140,35.60,-24.10,-48.20
1216,Frank Walters,Australia,2,0,6,2171,72,30.15,-24.15,-48.31
1217,Francis Mackinnon,England,2,0,2.5,2054,77,26.68,-24.18,-48.35
1218,Mohammad Naim,Bangladesh,2,0,12,2570,71,36.20,-24.20,-48.39
1219,Boyd Rankin,Ireland,4,1,10,3503,134,26.14,-16.14,-48.43
1220,Harry Musgrove,Australia,2,0,6.5,2365,77,30.71,-24.21,-48.43
1221,Doug Insole,England,17,2,27.2,8248,271,30.44,-3.24,-48.53
1222,Dennis Brookes,England,2,0,8.5,2525,77,32.79,-24.29,-48.58
1223,Clive Madande,Zimbabwe,2,0,5,2351,80,29.39,-24.39,-48.78
1224,Justin Ontong,South Africa,4,1,19,3526,100,35.26,-16.26,-48.78
1225,Mark Burgess,New Zealand,92,6,31.2,37136,1169,31.77,-0.57,-48.79
1226,Tich Richmond,England,2,0,3,2111,77,27.42,-24.42,-48.83
1227,Gordon Rorke,Australia,4,2,4.5,4367,151,28.92,-24.42,-48.84
1228,John Cottam,Australia,2,0,2,2064,78,26.46,-24.46,-48.92
1229,Ian Colquhoun,New Zealand,4,2,0.5,2478,99,25.03,-24.53,-49.06
1230,Kim Barnett,England,7,0,29.57,5158,141,36.58,-7.01,-49.08
1231,Patterson Thompson,West Indies,3,1,8.5,3212,97,33.11,-24.61,-49.23
1232,Robert Dower,South Africa,2,0,4.5,2242,77,29.12,-24.62,-49.23
1233,Ike Travers,Australia,2,0,5,2373,80,29.66,-24.66,-49.33
1234,Josh Tongue,England,2,0,10,3650,105,34.76,-24.76,-49.52
1235,Arthur Coningham,Australia,2,0,6.5,2533,81,31.27,-24.77,-49.54
1236,Chamika Karunaratne,Sri Lanka,2,0,11,2755,77,35.78,-24.78,-49.56
1237,Charlie Smith,South Africa,6,1,21.2,3797,122,31.12,-9.92,-49.61
1238,John Trumble,Australia,13,1,20.25,5024,206,24.39,-4.14,-49.66
1239,Harry Lee,England,2,0,9.5,2679,78,34.35,-24.85,-49.69
1240,Bruce Morrison,New Zealand,2,0,5,2179,73,29.85,-24.85,-49.70
1241,Prasidh Krishna,India,5,3,2,3359,125,26.87,-24.87,-49.74
1242,Johnny Taylor,Australia,28,0,35.6,17980,481,37.38,-1.78,-49.85
1243,Charles Prince,South Africa,2,0,3,2235,80,27.94,-24.94,-49.88
1244,George Bailey,Australia,8,1,26.14,5958,179,33.28,-7.14,-50.01
1245,Raghuram Bhat,India,3,1,3,3505,125,28.04,-25.04,-50.08
1246,Barry Mccarthy,Ireland,2,0,3,2951,105,28.10,-25.10,-50.21
1247,Ces Burke,New Zealand,2,0,2,1979,73,27.11,-25.11,-50.22
1248,Neville Knox,England,4,1,8,2650,107,24.77,-16.77,-50.30
1249,Harry Butt,England,4,1,7.33,2964,123,24.10,-16.77,-50.30
1250,Yograj Singh,India,2,0,5,2385,79,30.19,-25.19,-50.38
1251,Archibald Palm,South Africa,2,0,7.5,2583,79,32.70,-25.20,-50.39
1252,Friedel De Wet,South Africa,2,0,10,3805,108,35.23,-25.23,-50.46
1253,Joe Mennie,Australia,2,0,5,2207,73,30.23,-25.23,-50.47
1254,Matthew Nicholson,Australia,2,0,7,2550,79,32.28,-25.28,-50.56
1255,Mac Anderson,New Zealand,2,0,2.5,1974,71,27.80,-25.30,-50.61
1256,Alexander Webbe,England,2,0,2,2050,75,27.33,-25.33,-50.67
1257,Brian Rose,England,16,2,25.57,6774,232,29.20,-3.63,-50.80
1258,Mark Craig,New Zealand,25,9,36.81,17274,432,39.99,-3.18,-50.82
1259,Nelon Pascal,West Indies,2,0,6,2671,85,31.42,-25.42,-50.85
1260,Pat Trimborn,South Africa,4,2,6.5,4866,152,32.01,-25.51,-51.03
1261,Will Young,New Zealand,36,2,31.26,18250,557,32.76,-1.50,-51.16
1262,John Reedman,Australia,2,0,10.5,2853,79,36.11,-25.61,-51.23
1263,Henry Foley,New Zealand,2,0,2,2103,76,27.67,-25.67,-51.34
1264,Steven Jack,South Africa,2,0,3.5,3063,105,29.17,-25.67,-51.34
1265,William Cooper,Australia,3,1,6.5,3347,104,32.18,-25.68,-51.37
1266,Phiroze Palia,India,4,1,9.66,2759,103,26.79,-17.13,-51.38
1267,John Mcilwraith,Australia,2,0,4.5,2241,74,30.28,-25.78,-51.57
1268,Roger Woolley,Australia,2,0,10.5,3383,93,36.38,-25.88,-51.75
1269,Clement Johnson,South Africa,2,0,5,2227,72,30.93,-25.93,-51.86
1270,Vinay Kumar,India,2,0,5.5,2327,74,31.45,-25.95,-51.89
1271,Alfred Richards,South Africa,2,0,3,2085,72,28.96,-25.96,-51.92
1272,Edmund Tylecote,England,9,1,19,4922,193,25.50,-6.50,-52.02
1273,David Mutendera,Zimbabwe,2,0,5,2454,79,31.06,-26.06,-52.13
1274,Charles Palmer,England,2,0,11,2820,76,37.11,-26.11,-52.21
1275,Ghulam Guard,India,2,0,5.5,4018,127,31.64,-26.14,-52.28
1276,Don Brennan,England,2,0,8,3312,97,34.14,-26.14,-52.29
1277,Les Watt,New Zealand,2,0,1,2097,77,27.23,-26.23,-52.47
1278,Mohammad Shahzad,Afghanistan,4,0,17.25,2885,95,30.37,-13.12,-52.47
1279,Charitha Buddhika,Sri Lanka,8,3,26.4,9522,258,36.91,-10.51,-52.53
1280,Jack Martin,England,2,0,13,3063,78,39.27,-26.27,-52.54
1281,Maheesh Theekshana,Sri Lanka,3,0,19.66,3606,97,37.18,-17.52,-52.55
1282,Anwar Hossain,Bangladesh,2,0,7,2364,71,33.30,-26.30,-52.59
1283,Tshepo Moreki,South Africa,4,2,7.5,3516,104,33.81,-26.31,-52.62
1284,John Harry,Australia,2,0,4,2335,77,30.32,-26.32,-52.65
1285,Alan Wharton,England,2,0,10,2728,75,36.37,-26.37,-52.75
1286,Pompey Norton,South Africa,2,0,4.5,2387,77,31.00,-26.50,-53.00
1287,Reece Young,New Zealand,10,3,24.14,5773,182,31.72,-7.58,-53.06
1288,Tafadzwa Kamungozi,Zimbabwe,2,0,2.5,2298,79,29.09,-26.59,-53.18
1289,Kabir Ali,England,2,0,5,2561,81,31.62,-26.62,-53.23
1290,Naved Latif,Pakistan,2,0,10,2820,77,36.62,-26.62,-53.25
1291,George Linde,South Africa,6,0,22.5,3829,122,31.39,-8.89,-53.31
1292,Billy Frank,South Africa,2,0,3.5,2237,74,30.23,-26.73,-53.46
1293,Nikhil Chopra,India,2,0,3.5,3023,100,30.23,-26.73,-53.46
1294,Dicky Richards,South Africa,2,0,2,2042,71,28.76,-26.76,-53.52
1295,Allen Lissette,New Zealand,4,2,1,2638,95,27.77,-26.77,-53.54
1296,Horace Chapman,South Africa,4,1,13,3178,103,30.85,-17.85,-53.56
1297,Gamini Wickremasinghe,Sri Lanka,3,1,8.5,4131,117,35.31,-26.81,-53.62
1298,William Solomon,South Africa,2,0,2,2249,78,28.83,-26.83,-53.67
1299,Wilf Barber,England,4,0,20.75,3417,100,34.17,-13.42,-53.68
1300,Rockley Wilson,England,2,0,5,2453,77,31.86,-26.86,-53.71
1301,Leo O Brien,Australia,8,0,26.37,5459,165,33.08,-6.71,-53.72
1302,Len Coldwell,England,7,5,4.5,6747,215,31.38,-26.88,-53.76
1303,Fred Price,England,2,0,3,2331,78,29.88,-26.88,-53.77
1304,Naved Anjum,Pakistan,3,0,14.66,3162,97,32.60,-17.94,-53.81
1305,Norman Marshall,West Indies,2,0,4,2442,79,30.91,-26.91,-53.82
1306,Jack Edwards,Australia,6,1,9.6,2424,119,20.37,-10.77,-53.85
1307,Agha Zahid,Pakistan,2,0,7.5,2583,75,34.44,-26.94,-53.88
1308,Tom Groube,Australia,2,0,5.5,2467,76,32.46,-26.96,-53.92
1309,Jim Slight,Australia,2,0,5.5,2467,76,32.46,-26.96,-53.92
1310,Venatappa Muddiah,India,3,1,5.5,3020,93,32.47,-26.97,-53.95
1311,Ramesh Saxena,India,2,0,12.5,2961,75,39.48,-26.98,-53.96
1312,Anura Ranasinghe,Sri Lanka,4,0,22,3728,105,35.50,-13.50,-54.02
1313,Bryan Davis,West Indies,8,0,30.62,5536,148,37.41,-6.79,-54.28
1314,William Scotton,England,25,2,22.17,9641,393,24.53,-2.36,-54.32
1315,Ramesh Powar,India,2,0,6.5,3202,95,33.71,-27.21,-54.41
1316,Clarence Wimble,South Africa,2,0,0,1991,73,27.27,-27.27,-54.55
1317,Mike Selvey,England,5,3,7.5,4521,130,34.78,-27.28,-54.55
1318,Gareth Breese,West Indies,2,0,2.5,2353,79,29.78,-27.28,-54.57
1319,Vic Marks,England,10,1,27.66,6341,188,33.73,-6.07,-54.62
1320,Hubert Doggart,England,4,0,19,3365,103,32.67,-13.67,-54.68
1321,Chamila Gamage,Sri Lanka,3,0,14,3385,105,32.24,-18.24,-54.71
1322,Mohammad Wasim,Pakistan,4,1,18.33,3805,104,36.59,-18.26,-54.77
1323,Solomon Mire,Zimbabwe,4,0,19.5,3220,97,33.20,-13.70,-54.78
1324,Scott Borthwick,England,2,0,2.5,2422,81,29.90,-27.40,-54.80
1325,Fen Cresswell,New Zealand,5,3,7,4025,117,34.40,-27.40,-54.80
1326,Madhusudan Rege,India,2,0,7.5,2516,72,34.94,-27.44,-54.89
1327,Tom Goddard,England,5,3,6.5,7639,225,33.95,-27.45,-54.90
1328,George Emmett,England,2,0,5,2404,74,32.49,-27.49,-54.97
1329,Colin Munro,New Zealand,2,0,7.5,2486,71,35.01,-27.51,-55.03
1330,Aashish Kapoor,India,6,1,19.4,5139,169,30.41,-11.01,-55.04
1331,Gobo Ashley,South Africa,2,0,0.5,2046,73,28.03,-27.53,-55.05
1332,Ghulam Parkar,India,2,0,3.5,2391,77,31.05,-27.55,-55.10
1333,Nazmul Hossain,Bangladesh,4,2,8,3525,99,35.61,-27.61,-55.21
1334,Ali Shah,Zimbabwe,5,0,24.4,4045,114,35.48,-11.08,-55.41
1335,Minod Bhanuka,Sri Lanka,2,0,3,2304,75,30.72,-27.72,-55.44
1336,Snuffy Browne,West Indies,8,1,25.14,4894,148,33.07,-7.93,-55.49
1337,Doug Meintjes,South Africa,3,0,14.33,3418,104,32.87,-18.54,-55.61
1338,Charl Langeveldt,South Africa,4,2,8,6697,187,35.81,-27.81,-55.63
1339,Ziaur Rahman,Bangladesh,2,0,7,2752,79,34.84,-27.84,-55.67
1340,Tom Killick,England,4,0,20.25,3349,98,34.17,-13.92,-55.69
1341,Len Butterfield,New Zealand,2,0,0,1979,71,27.87,-27.87,-55.75
1342,Gordon Rowe,New Zealand,2,0,0,1979,71,27.87,-27.87,-55.75
1343,Njabulo Ncube,Zimbabwe,2,0,8.5,2910,80,36.38,-27.88,-55.75
1344,Glendon Gibbs,West Indies,2,0,6,2610,77,33.90,-27.90,-55.79
1345,Aftab Habib,England,3,0,8.66,2784,102,27.29,-18.63,-55.90
1346,Saliya Ahangama,Sri Lanka,3,1,5.5,4285,128,33.48,-27.98,-55.95
1347,Khaya Zondo,South Africa,7,1,20,4752,162,29.33,-9.33,-56.00
1348,Jahmar Hamilton,West Indies,2,0,2.5,2416,79,30.58,-28.08,-56.16
1349,Ray Robinson,Australia,2,0,2.5,2421,79,30.65,-28.15,-56.29
1350,Hammy Love,Australia,2,0,4,2544,79,32.20,-28.20,-56.41
1351,Sohrawordi Shuvo,Bangladesh,2,0,7.5,2857,80,35.71,-28.21,-56.43
1352,Nazmul Islam,Bangladesh,2,0,2,2392,79,30.28,-28.28,-56.56
1353,Kenny Burn,Australia,4,0,10.25,2537,104,24.39,-14.14,-56.58
1354,Hrishikesh Kanitkar,India,4,0,18.5,3918,120,32.65,-14.15,-56.60
1355,Ak Sengupta,India,2,0,4.5,2594,79,32.84,-28.34,-56.67
1356,Harold Gilligan,England,4,0,17.75,4122,129,31.95,-14.20,-56.81
1357,Ian Thomson,England,4,1,23,6796,162,41.95,-18.95,-56.85
1358,Harry Howell,England,8,6,7.5,5898,164,35.96,-28.46,-56.93
1359,Sid Emery,Australia,2,0,3,3431,109,31.48,-28.48,-56.95
1360,Steve Elworthy,South Africa,5,1,18,4873,151,32.27,-14.27,-57.09
1361,Ken Eastwood,Australia,2,0,2.5,2454,79,31.06,-28.56,-57.13
1362,Wynne Bradburn,New Zealand,4,0,15.5,3010,101,29.80,-14.30,-57.21
1363,Reginald Hands,South Africa,2,0,3.5,2415,75,32.20,-28.70,-57.40
1364,Dale Richards,West Indies,6,0,20.83,3801,125,30.41,-9.58,-57.47
1365,Alfred Cooper,South Africa,2,0,3,2286,72,31.75,-28.75,-57.50
1366,Nathan Smith,New Zealand,4,0,20,3610,105,34.38,-14.38,-57.52
1367,Rashid Patel,India,2,0,0,2333,81,28.80,-28.80,-57.60
1368,Fred Le Roux,South Africa,2,0,0.5,2319,79,29.35,-28.85,-57.71
1369,Paul Parker,England,2,0,6.5,2758,78,35.36,-28.86,-57.72
1370,Sydney Callaway,Australia,6,1,17.4,3850,133,28.95,-11.55,-57.74
1371,Marchant De Lange,South Africa,2,0,4.5,3573,107,33.39,-28.89,-57.79
1372,Gudakesh Motie,West Indies,15,5,21.33,7431,274,27.12,-5.79,-57.90
1373,Alfred Marr,Australia,2,0,2.5,2360,75,31.47,-28.97,-57.93
1374,Grahame Bilby,New Zealand,4,0,13.75,2655,94,28.24,-14.49,-57.98
1375,Gavin Briant,Zimbabwe,2,0,8.5,2625,70,37.50,-29.00,-58.00
1376,Fionn Hand,Ireland,2,0,4,2542,77,33.01,-29.01,-58.03
1377,Pelham Warner,England,28,2,23.92,10435,399,26.15,-2.23,-58.05
1378,Callum Ferguson,Australia,2,0,2,2203,71,31.03,-29.03,-58.06
1379,Harry Elliott,England,5,1,15.25,4525,152,29.77,-14.52,-58.08
1380,Shantha Kalavitigoda,Sri Lanka,2,0,4,2448,74,33.08,-29.08,-58.16
1381,Piyal Wijetunge,Sri Lanka,2,0,5,2695,79,34.11,-29.11,-58.23
1382,Bob Berry,England,4,2,3,3441,107,32.16,-29.16,-58.32
